1561996042748;0.0;8067592192;8067592192;2019-47-01 05:47:22.901
1561996042902;0.0;8067620864;8067620864;2019-47-01 05:47:22.902
1561996042903;0.0;8067620864;8067620864;2019-47-01 05:47:22.903
1561996042904;0.0;8067620864;8067620864;2019-47-01 05:47:22.904
1561996042906;0.0;8067620864;8067620864;2019-47-01 05:47:22.906
1561996042907;0.0;8067620864;8067620864;2019-47-01 05:47:22.907
1561996042909;0.0;8067620864;8067620864;2019-47-01 05:47:22.909
1561996042911;0.0;8067620864;8067620864;2019-47-01 05:47:22.911
1561996042913;0.0;8067620864;8067620864;2019-47-01 05:47:22.913
1561996042915;0.0;8067620864;8067620864;2019-47-01 05:47:22.915
1561996042917;0.0;8067620864;8067620864;2019-47-01 05:47:22.917
1561996042919;0.0;8067620864;8067620864;2019-47-01 05:47:22.919
1561996042920;0.0;8067620864;8067620864;2019-47-01 05:47:22.920
1561996042922;0.0;8067620864;8067620864;2019-47-01 05:47:22.922
1561996042923;0.0;8067620864;8067620864;2019-47-01 05:47:22.923
1561996042925;0.0;8067620864;8067620864;2019-47-01 05:47:22.925
1561996042927;0.0;8067620864;8067620864;2019-47-01 05:47:22.927
1561996042929;0.0;8067620864;8067620864;2019-47-01 05:47:22.929
1561996042931;0.0;8067620864;8067620864;2019-47-01 05:47:22.931
1561996042932;0.0;8067620864;8067620864;2019-47-01 05:47:22.932
1561996042934;0.0;8067620864;8067620864;2019-47-01 05:47:22.934
1561996042935;0.0;8067620864;8067620864;2019-47-01 05:47:22.935
1561996042937;0.0;8067620864;8067620864;2019-47-01 05:47:22.937
1561996042939;0.0;8067620864;8067620864;2019-47-01 05:47:22.939
1561996042941;0.0;8067620864;8067620864;2019-47-01 05:47:22.941
1561996042942;0.0;8067620864;8067620864;2019-47-01 05:47:22.942
1561996042944;0.0;8067620864;8067620864;2019-47-01 05:47:22.944
1561996042945;0.0;8067620864;8067620864;2019-47-01 05:47:22.945
1561996042947;0.0;8067620864;8067620864;2019-47-01 05:47:22.947
1561996042949;0.0;8067620864;8067620864;2019-47-01 05:47:22.949
1561996042951;0.0;8067620864;8067620864;2019-47-01 05:47:22.951
1561996042952;0.0;8067620864;8067620864;2019-47-01 05:47:22.952
1561996042954;0.0;8067620864;8067620864;2019-47-01 05:47:22.954
1561996042955;0.0;8067620864;8067620864;2019-47-01 05:47:22.955
1561996042957;0.0;8067620864;8067620864;2019-47-01 05:47:22.957
1561996042959;0.0;8067620864;8067620864;2019-47-01 05:47:22.959
1561996042961;0.0;8067620864;8067620864;2019-47-01 05:47:22.961
1561996042963;0.0;8067620864;8067620864;2019-47-01 05:47:22.963
1561996042965;0.0;8067620864;8067620864;2019-47-01 05:47:22.965
1561996042967;0.0;8067620864;8067620864;2019-47-01 05:47:22.967
1561996042968;0.0;8067620864;8067620864;2019-47-01 05:47:22.968
1561996042969;0.0;8067620864;8067620864;2019-47-01 05:47:22.969
1561996042971;0.0;8067620864;8067620864;2019-47-01 05:47:22.971
1561996042973;0.0;8067620864;8067620864;2019-47-01 05:47:22.973
1561996042975;0.0;8067620864;8067620864;2019-47-01 05:47:22.975
1561996042976;0.0;8067620864;8067620864;2019-47-01 05:47:22.976
1561996042978;0.0;8067620864;8067620864;2019-47-01 05:47:22.978
