1565114759475;0;1;2019-05-06 20:05:59.475
1565114759576;0;1;2019-05-06 20:05:59.576
1565114759676;0;1;2019-05-06 20:05:59.676
1565114759776;0;1;2019-05-06 20:05:59.776
1565114759876;0;1;2019-05-06 20:05:59.876
1565114759977;0;1;2019-05-06 20:05:59.977
1565114760078;15;1;2019-06-06 20:06:00.078
1565114760179;15;1;2019-06-06 20:06:00.179
1565114760280;15;1;2019-06-06 20:06:00.280
1565114760381;15;1;2019-06-06 20:06:00.381
1565114760481;15;1;2019-06-06 20:06:00.481
1565114760582;20;1;2019-06-06 20:06:00.582
